userID,restaurantID,RName,Cuisine,Area,Seats,Halls_Count,Summer_Terrace,VIP_Zone,Avg_Bill,Staff_Count,Michelin_Stars,Age,Gender,Profession,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Rating
V0052,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,23,Male,Scientist,0.6,0.66,0.36,0.44,0.2,3.5
V0219,R011,Probka,Georgian,332,61,1,No,No,3747,57,1,32,Male,Scientist,0.38,0.7,0.43,0.64,0.29,4.5
V0640,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,34,Male,Scientist,0.74,0.57,0.66,0.67,0.28,3.5
V0467,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,56,Male,Creative,0.52,0.56,0.15,0.66,0.67,3.5
V0574,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,24,Male,Scientist,0.76,0.57,0.72,0.61,0.3,3.0
V0029,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,57,Male,Service Worker,0.65,0.5,0.37,0.44,0.32,2.5
V0830,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,50,Female,Sales,0.59,0.67,0.63,0.42,0.25,3.5
V0897,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,50,Female,Scientist,0.41,0.47,0.53,0.56,0.27,3.0
V0221,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,37,Female,Creative,0.69,0.52,0.28,0.64,0.78,4.5
V0177,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,62,Female,Creative,0.61,0.45,0.3,0.66,0.2,1.0
V0678,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,52,Male,Student,0.72,0.36,0.72,0.93,0.85,2.0
V0790,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,41,Female,Finance,0.57,0.38,0.86,0.62,0.29,3.5
V0400,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,51,Male,Medical,0.44,0.58,0.5,0.56,0.64,4.0
V0073,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,52,Male,Student,0.63,0.86,0.54,0.55,0.57,3.0
V0917,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,34,Female,IT Specialist,0.39,0.54,0.68,0.55,0.33,1.5
V0918,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,61,Male,IT Specialist,0.41,0.61,0.62,0.56,0.69,3.5
V0094,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,35,Male,Sales,0.69,0.46,0.4,0.55,0.0,1.0
V0762,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,55,Male,Finance,0.58,0.56,0.48,0.6,0.54,3.5
V0798,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,39,Female,Manager,0.94,0.55,0.82,0.39,0.0,1.5
V0940,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,40,Male,Sales,0.61,0.55,0.57,0.56,0.54,2.5
V0036,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,32,Female,Student,0.1,0.45,0.42,0.7,0.16,1.0
V0534,R021,Darbar,French,106,68,3,No,No,3143,13,0,60,Male,IT Specialist,0.54,0.73,0.48,0.66,0.53,3.0
V0252,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,44,Female,IT Specialist,0.62,0.6,0.34,0.73,0.82,2.0
V0174,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,52,Female,Creative,0.45,0.39,0.59,0.58,0.37,2.0
V0457,R014,Onest,Author's,190,51,1,Yes,No,5936,38,0,44,Female,Entrepreneur,0.74,0.66,0.47,0.43,0.67,1.0
V0571,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,57,Male,Creative,0.69,0.55,0.4,0.68,0.52,1.5
V0212,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,26,Female,Entrepreneur,0.63,0.71,0.57,0.5,0.67,3.0
V0214,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,42,Female,IT Specialist,0.51,0.39,0.46,0.59,0.38,3.5
V0414,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,37,Male,Sales,0.69,0.59,0.78,0.55,0.55,4.5
V0521,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,48,Female,Finance,0.51,0.67,0.57,0.61,0.11,1.5
V0847,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,45,Female,Creative,0.6,0.7,0.44,0.59,0.53,2.5
V0790,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,41,Female,Finance,0.57,0.38,0.86,0.62,0.29,4.0
V0968,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,48,Female,Creative,0.53,0.3,0.77,0.59,0.3,2.0
V0014,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,37,Female,Medical,0.61,0.37,0.52,0.51,0.51,3.0
V0966,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,36,Male,Finance,0.82,0.52,0.66,0.59,0.43,2.5
V0572,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,18,Female,Entrepreneur,0.52,0.48,0.51,0.64,0.62,1.0
V0277,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,38,Female,Medical,0.46,0.75,0.47,0.66,0.0,3.0
V0197,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,25,Male,Medical,0.46,0.44,0.46,0.57,0.48,5.0
V0204,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,47,Male,Medical,0.81,0.45,0.56,0.43,0.39,3.5
V0185,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,28,Male,Creative,0.85,0.45,0.22,0.62,0.48,3.5
V0763,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,47,Female,IT Specialist,0.65,0.77,0.5,0.61,0.68,2.5
V0023,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,48,Female,Medical,0.37,0.49,0.36,0.67,0.43,5.0
V0339,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,26,Male,Finance,0.48,0.39,0.25,0.63,0.57,3.5
V0257,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,58,Female,Scientist,0.31,0.52,0.61,0.47,0.39,3.5
V0180,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,34,Male,Sales,0.72,0.35,0.48,0.53,0.49,3.5
V0517,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,62,Female,Manager,0.56,0.62,0.6,0.56,0.83,2.5
V0367,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,39,Male,IT Specialist,0.43,0.31,0.44,0.7,0.61,2.0
V0170,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,31,Female,Scientist,0.52,0.37,0.55,0.62,0.57,5.0
V0815,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,40,Male,Entrepreneur,0.55,0.62,0.41,0.46,0.4,1.0
V0551,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,35,Female,Finance,0.75,0.63,0.57,0.68,0.33,4.0
V0128,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,23,Male,Creative,0.8,0.42,0.57,0.54,0.64,2.0
V0820,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,64,Male,Sales,0.56,0.35,0.64,0.71,0.46,3.0
V0691,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,57,Male,Student,0.68,0.82,0.32,0.72,0.5,1.0
V0825,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,36,Male,Student,0.61,0.46,0.51,0.53,0.51,1.0
V0061,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,22,Female,IT Specialist,0.49,0.35,0.57,0.67,0.53,2.0
V0211,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,24,Male,Service Worker,0.65,0.48,0.93,0.84,0.4,1.5
V0394,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,21,Male,Manager,0.42,0.51,0.45,0.56,0.37,2.5
V0413,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,57,Male,Creative,0.68,0.5,0.38,0.31,0.32,2.0
V0160,R026,Grace Bistro,Japanese,77,50,2,Yes,No,9397,19,0,48,Female,Finance,0.69,0.83,0.38,0.45,0.25,2.5
V0753,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,56,Female,Manager,0.44,0.36,0.68,0.61,0.56,2.5
V0046,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,21,Female,IT Specialist,0.69,0.51,0.15,0.52,0.66,3.0
V0338,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,27,Female,Sales,0.83,0.4,0.84,0.49,0.49,3.5
V0468,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,20,Male,Manager,0.6,0.59,0.5,0.46,0.39,2.5
V0377,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,19,Female,Entrepreneur,0.6,0.73,0.64,0.6,0.52,2.5
V0978,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,60,Male,Sales,0.79,0.6,0.31,0.54,0.21,3.5
V0077,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,45,Female,Student,0.49,0.75,0.69,0.55,0.43,1.5
V0406,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,63,Male,IT Specialist,0.58,0.66,0.75,0.66,0.45,1.5
V0854,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,37,Male,IT Specialist,0.46,0.74,0.79,0.45,0.37,2.0
V0327,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,64,Female,IT Specialist,0.43,0.58,0.66,0.68,0.54,3.0
V0601,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,50,Female,Manager,0.49,0.67,0.53,0.58,0.26,2.0
V0024,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,62,Female,Scientist,0.61,0.45,0.45,0.66,0.64,3.0
V0620,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,64,Male,Student,0.3,0.78,0.34,0.52,0.45,4.0
V0924,R042,AQ Kitchen,Author's,162,31,1,Yes,No,2506,32,0,34,Female,Manager,0.6,0.51,0.43,0.5,0.47,1.0
V0210,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,27,Male,Sales,0.35,0.55,0.48,0.45,0.59,3.5
V0155,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,45,Male,Entrepreneur,0.6,0.27,0.51,0.67,0.3,2.0
V0731,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,47,Female,Service Worker,0.6,0.47,0.53,0.66,0.53,1.0
V0211,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,24,Male,Service Worker,0.65,0.48,0.93,0.84,0.4,1.0
V0718,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,35,Female,IT Specialist,0.73,0.65,0.43,0.73,0.24,3.0
V0966,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,36,Male,Finance,0.82,0.52,0.66,0.59,0.43,2.0
V0828,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,54,Male,IT Specialist,0.63,0.67,0.59,0.39,0.43,3.0
V0030,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,20,Female,IT Specialist,0.56,0.87,0.64,0.51,0.6,3.0
V0329,R007,Grand Cru,Italian,227,46,2,No,No,5496,38,1,37,Female,Sales,0.52,0.54,0.4,0.72,0.49,4.0
V0595,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,43,Female,Service Worker,0.56,0.73,0.53,0.52,0.41,2.5
V0373,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,47,Male,Scientist,0.64,0.74,0.62,0.7,0.67,3.5
V0858,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,59,Male,Manager,0.67,0.63,0.56,0.56,0.22,2.5
V0736,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,31,Female,Medical,0.7,0.48,0.27,0.34,0.39,3.0
V0045,R021,Darbar,French,106,68,3,No,No,3143,13,0,22,Male,Entrepreneur,0.61,0.41,0.3,0.41,0.75,2.5
V0826,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,19,Male,Manager,0.43,0.44,0.56,0.69,0.63,3.5
V0211,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,24,Male,Service Worker,0.65,0.48,0.93,0.84,0.4,2.0
V0318,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,49,Male,Scientist,0.74,0.39,0.26,0.3,0.54,5.0
V0754,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,59,Male,Finance,0.79,0.61,0.63,0.93,0.57,2.5
V0854,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,37,Male,IT Specialist,0.46,0.74,0.79,0.45,0.37,3.0
V0022,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,54,Female,Service Worker,0.61,0.33,0.88,0.64,0.16,1.0
V0224,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,41,Male,IT Specialist,0.63,0.71,0.15,0.65,0.19,3.0
V0512,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,33,Female,Service Worker,0.3,0.63,0.68,0.42,0.52,2.5
V0155,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,45,Male,Entrepreneur,0.6,0.27,0.51,0.67,0.3,1.0
V0507,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,55,Male,Creative,0.47,0.65,0.63,0.67,0.37,2.0
V0353,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,34,Female,Scientist,0.52,0.38,0.45,0.61,0.22,4.0
V0009,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,24,Female,Sales,0.84,0.41,0.24,0.43,0.45,2.0
V0826,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,19,Male,Manager,0.43,0.44,0.56,0.69,0.63,2.5
V0517,R021,Darbar,French,106,68,3,No,No,3143,13,0,62,Female,Manager,0.56,0.62,0.6,0.56,0.83,3.0
V0618,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,36,Male,Medical,0.48,0.47,0.6,0.55,0.59,5.0
V0564,R006,Beluga,Georgian,424,64,3,Yes,Yes,6502,72,0,32,Female,Medical,0.51,0.68,0.67,0.63,0.36,4.0
V0604,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,51,Male,Medical,0.58,0.72,0.43,0.68,0.2,3.5
V0168,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,52,Female,Medical,0.6,0.28,0.44,0.65,0.63,3.5
V0598,R013,Sage,Georgian,220,69,2,Yes,No,5858,43,0,37,Male,Finance,0.71,0.61,0.65,0.57,0.57,3.0
V0392,R042,AQ Kitchen,Author's,162,31,1,Yes,No,2506,32,0,18,Male,Scientist,0.95,0.3,0.37,0.61,0.46,1.5
V0736,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,31,Female,Medical,0.7,0.48,0.27,0.34,0.39,3.5
V0599,R049,Margarita Bistro,Georgian,266,63,3,No,No,3019,49,0,45,Male,Scientist,0.26,0.38,0.68,0.63,0.76,4.0
V0343,R042,AQ Kitchen,Author's,162,31,1,Yes,No,2506,32,0,20,Male,Service Worker,0.5,0.27,0.42,0.73,0.3,1.0
V0095,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,44,Female,Finance,0.66,0.49,0.48,0.56,0.79,3.0
V0891,R003,White Rabbit,Author's,392,55,1,Yes,No,5149,64,0,20,Female,Service Worker,0.46,0.73,0.5,0.66,0.69,1.5
V0070,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,37,Male,Scientist,0.48,0.55,0.35,0.64,0.16,4.0
V0438,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,55,Female,Medical,0.66,0.58,0.14,0.47,0.36,5.0
V0971,R029,Chemodan,Italian,102,48,1,Yes,No,4062,19,0,50,Male,Sales,0.57,0.57,0.7,0.44,0.48,3.5
V0895,R042,AQ Kitchen,Author's,162,31,1,Yes,No,2506,32,0,54,Female,IT Specialist,0.66,0.53,0.51,0.46,0.55,1.0
V0446,R027,Wine & Crab,Russian,274,46,2,Yes,No,2744,44,0,62,Female,Service Worker,0.56,0.6,0.64,0.52,0.38,2.5
V0560,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,65,Male,IT Specialist,0.51,0.59,0.88,0.55,0.59,2.5
V0932,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,50,Female,Creative,0.63,0.5,0.82,0.54,0.73,3.0
V0350,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,35,Male,Manager,0.72,0.42,0.46,0.71,0.84,2.0
V0036,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,32,Female,Student,0.1,0.45,0.42,0.7,0.16,2.5
V0177,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,62,Female,Creative,0.61,0.45,0.3,0.66,0.2,2.0
V0231,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,37,Male,Scientist,1.0,0.41,0.58,0.58,0.45,3.5
V0962,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,36,Male,Medical,0.68,0.51,0.7,0.7,0.81,3.0
V0830,R024,Pinch,Fusion,125,73,1,Yes,No,2893,13,0,50,Female,Sales,0.59,0.67,0.63,0.42,0.25,2.5
V0385,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,59,Male,Service Worker,0.47,0.73,0.57,0.7,0.23,1.5
V0353,R025,Technikum,Author's,132,54,2,Yes,No,5274,16,0,34,Female,Scientist,0.52,0.38,0.45,0.61,0.22,1.0
V0281,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,27,Male,Finance,0.52,0.32,0.62,0.36,0.46,3.0
V0920,R001,Twins Garden,Seafood,136,54,1,Yes,No,5306,32,0,53,Female,Medical,0.9,0.32,0.77,0.56,0.28,3.0
V0160,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,48,Female,Finance,0.69,0.83,0.38,0.45,0.25,3.5
V0331,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,26,Male,IT Specialist,0.59,0.33,0.77,0.48,0.58,4.5
V0240,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,18,Male,Manager,0.44,0.62,0.46,0.7,0.3,2.5
V0593,R017,15 Kitchen + Bar,Mediterranean,231,101,1,Yes,Yes,1667,28,0,52,Female,Service Worker,0.56,0.77,0.65,0.61,0.51,2.5
V0205,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,48,Male,Manager,0.88,0.69,0.81,0.64,0.21,2.5
V0739,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,24,Female,Finance,0.46,0.51,0.6,0.82,0.54,2.5
V0463,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,33,Male,Finance,0.67,0.85,0.53,0.72,0.17,4.0
V0132,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,33,Female,Creative,0.6,0.61,0.64,0.56,0.14,2.5
V0834,R046,Harvest,Japanese,103,150,1,No,No,5453,13,0,52,Male,Manager,0.74,0.61,0.35,0.44,0.62,2.0
V0576,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,28,Female,Medical,0.57,0.55,0.29,0.58,0.31,5.0
V0454,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,53,Female,Sales,0.64,0.7,0.54,0.5,0.5,2.0
V0571,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,57,Male,Creative,0.69,0.55,0.4,0.68,0.52,2.0
V0458,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,37,Female,IT Specialist,0.77,0.58,0.29,0.61,0.74,3.5
V0124,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,34,Male,Medical,0.33,0.78,0.59,0.7,0.48,3.5
V0013,R016,Padron,Mediterranean,440,60,1,Yes,No,4316,76,0,63,Female,Manager,0.74,0.44,0.31,0.54,0.3,2.5
V0193,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,50,Male,Student,0.73,0.58,0.16,0.62,0.47,1.5
V0965,R048,Eggsellent,Seafood,143,93,2,No,Yes,3760,23,0,62,Female,IT Specialist,0.59,0.46,0.55,0.43,0.59,1.5
V0895,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,54,Female,IT Specialist,0.66,0.53,0.51,0.46,0.55,3.5
V0453,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,25,Female,Medical,0.62,0.37,0.59,0.6,0.46,3.5
V0116,R035,Avocado Queen,Georgian,271,72,2,No,Yes,4157,57,0,43,Female,Student,0.39,0.41,0.46,0.72,0.69,3.0
V0520,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,25,Male,Student,0.54,0.65,0.21,0.52,0.07,1.0
V0044,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,45,Male,Medical,0.7,0.43,0.72,0.67,0.22,3.0
V0656,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,30,Male,Creative,0.72,0.64,0.53,0.7,0.91,1.0
V0432,R039,Fahrenheit,Georgian,154,84,1,No,Yes,4056,31,1,51,Male,Medical,0.57,0.64,0.55,0.73,0.13,4.5
V0802,R036,Volna,Georgian,254,48,1,Yes,Yes,3387,46,0,25,Female,Sales,0.54,0.62,0.84,0.75,0.76,3.0
V0061,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,22,Female,IT Specialist,0.49,0.35,0.57,0.67,0.53,4.0
V0915,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,26,Female,Manager,0.42,0.63,0.69,0.59,0.64,1.0
V0322,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,47,Female,Entrepreneur,0.72,0.06,0.16,0.69,0.09,1.5
V0706,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,23,Male,Entrepreneur,0.48,0.65,0.56,0.73,0.46,1.5
V0636,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,38,Female,Medical,0.83,0.71,0.7,0.71,0.52,4.5
V0720,R009,Sakhalin,Seafood,128,78,2,Yes,No,4288,29,0,36,Female,Scientist,0.74,0.59,0.55,0.49,0.53,2.5
V0798,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,39,Female,Manager,0.94,0.55,0.82,0.39,0.0,2.0
V0266,R041,Aist,Mediterranean,127,59,1,No,No,5174,19,0,28,Male,Creative,0.69,0.38,0.62,0.66,0.25,2.0
V0798,R031,Natakhtari,Italian,223,63,1,No,No,3412,41,0,39,Female,Manager,0.94,0.55,0.82,0.39,0.0,2.5
V0403,R008,Biologie,Asian,96,53,2,Yes,Yes,3185,5,0,37,Male,Creative,0.73,0.68,0.17,0.63,0.3,3.0
V0250,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,32,Female,Student,0.62,0.57,0.54,0.65,0.26,4.5
V0013,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,63,Female,Manager,0.74,0.44,0.31,0.54,0.3,4.0
V0725,R028,L.E.S.,Author's,194,73,3,No,No,5713,23,0,50,Female,Creative,0.53,0.71,0.69,0.64,0.59,1.0
V0397,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,22,Male,Manager,0.57,0.41,0.31,0.61,0.24,3.0
V0991,R004,SAVVA,Seafood,186,168,1,Yes,No,4008,27,0,36,Female,Service Worker,0.63,0.43,0.3,0.68,0.38,1.0
V0367,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,39,Male,IT Specialist,0.43,0.31,0.44,0.7,0.61,4.5
V0142,R022,Severyane,Fusion,161,86,1,Yes,Yes,5170,29,1,37,Male,Medical,0.74,0.64,0.4,0.62,0.38,4.5
V0676,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,51,Male,Scientist,0.63,0.34,0.44,0.52,0.55,3.5
V0679,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,41,Female,Student,0.5,0.82,0.73,0.59,0.2,2.0
V0388,R045,Gvidon,Georgian,329,94,1,Yes,No,5898,58,0,58,Male,Creative,0.64,0.59,0.3,0.33,0.51,1.5
V0924,R043,Pavilion,Asian,96,110,3,Yes,No,3855,13,0,34,Female,Manager,0.6,0.51,0.43,0.5,0.47,2.0
V0172,R010,Cafe Pushkin,Italian,144,63,3,No,No,3361,20,0,50,Female,Entrepreneur,0.34,0.73,0.36,0.62,0.15,2.0
V0994,R033,Assunta Madre,Russian,282,54,3,Yes,No,3981,45,0,33,Male,Scientist,0.57,0.5,0.54,0.61,0.1,2.5
V0562,R040,Alice,Fusion,149,71,1,Yes,No,2637,23,2,36,Female,Sales,0.83,0.61,0.46,0.49,0.66,5.0
V0432,R015,Big Wine Freaks,Fusion,136,36,2,No,No,5540,22,0,51,Male,Medical,0.57,0.64,0.55,0.73,0.13,3.0
V0733,R030,Dr. Zhivago,Asian,337,58,1,Yes,Yes,2952,54,0,21,Male,Finance,0.48,0.7,0.66,0.5,0.75,3.0
V0371,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,61,Female,Finance,0.27,0.35,0.54,0.56,0.47,3.0
V0447,R023,Cristal Room Baccarat,French,108,79,2,Yes,No,6023,19,0,43,Female,Service Worker,0.44,0.43,0.37,0.83,0.31,2.0
V0102,R005,Selfie,Seafood,192,129,1,No,Yes,2810,38,0,61,Male,Creative,0.68,0.77,0.41,0.55,0.56,2.5
V0213,R012,Maya,Italian,215,48,2,No,Yes,5227,40,1,58,Female,Medical,0.6,0.52,0.54,0.47,0.66,5.0
V0805,R038,Corner Cafe,Author's,175,125,2,Yes,No,5889,21,0,29,Male,Student,0.48,0.54,0.77,0.59,0.55,1.0
V0893,R018,La Marée,Asian,67,56,2,No,No,5289,11,0,20,Female,Creative,0.63,0.44,0.31,0.52,0.59,2.0
V0563,R034,Butler,Georgian,279,77,1,Yes,No,2967,40,0,27,Female,Medical,0.69,0.8,0.53,0.65,0.4,3.5
V0283,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,24,Male,Sales,0.51,0.48,0.45,0.59,0.3,3.0
V0204,R002,Artest Chef’s Table,Japanese,160,121,1,No,No,3285,32,0,47,Male,Medical,0.81,0.45,0.56,0.43,0.39,3.0
V0725,R032,Expedition,Asian,155,146,1,No,No,4513,30,0,50,Female,Creative,0.53,0.71,0.69,0.64,0.59,2.5
V0239,R044,Pushkin,Mediterranean,532,39,1,Yes,No,5211,94,0,55,Female,Student,0.76,0.54,0.35,0.69,0.28,3.0
V0950,R019,BOLSHOI,Italian,256,89,3,Yes,No,5882,47,0,40,Male,Finance,0.71,0.61,0.49,0.77,0.46,3.5
V0811,R020,Peshi,Fusion,142,37,1,Yes,No,5212,22,0,43,Male,Creative,0.64,0.56,0.28,0.5,0.35,1.5
V0741,R050,Probka na Tsvetnom,Author's,173,37,2,Yes,Yes,3768,27,0,41,Male,Sales,0.64,0.51,0.59,0.67,0.18,2.0
V0213,R037,Gastronome,Fusion,237,68,2,No,No,5618,43,0,58,Female,Medical,0.6,0.52,0.54,0.47,0.66,4.0
